City,State,Provider_number,Distinct_Referral_Pairs,Referral_Volume,Total_Num_Referral_Triples_sum
COLTON,CALIFORNIA,150,2169,437611,2169
COLTS NECK,NEW JERSEY,4,4,324,4
COLUMBIA,ILLINOIS,5,13,2345,13
COLUMBIA,KENTUCKY,18,176,105650,176
COLUMBIA,LOUISIANA,12,62,82358,62
COLUMBIA,MARYLAND,278,4393,586584,4393
COLUMBIA,MISSISSIPPI,18,197,84867,197
COLUMBIA,MISSOURI,814,24332,4795434,24332
COLUMBIA,NEW JERSEY,3,5,256,5
COLUMBIA,NORTH CAROLINA,1,2,558,2
COLUMBIA,PENNSYLVANIA,4,8,1474,8
COLUMBIA,SOUTH CAROLINA,897,29893,3382833,29893
COLUMBIA,TENNESSEE,174,7591,1594885,7591
COLUMBIA CITY,INDIANA,18,48,14013,48
COLUMBIA FALLS,MONTANA,9,20,2643,20
COLUMBIA HEIGHTS,MINNESOTA,7,12,595,12
COLUMBIANA,ALABAMA,6,10,2195,10
COLUMBIANA,OHIO,9,73,34344,73
COLUMBUS,GEORGIA,497,24025,3014333,24025
COLUMBUS,INDIANA,186,4867,958003,4867
COLUMBUS,KANSAS,4,10,8885,10
COLUMBUS,MISSISSIPPI,115,4178,1042769,4178
COLUMBUS,MONTANA,4,26,11186,26
COLUMBUS,NEBRASKA,64,866,234104,866
COLUMBUS,NEW JERSEY,11,39,10592,39
COLUMBUS,NEW MEXICO,2,5,1999,5
COLUMBUS,NORTH CAROLINA,23,222,69444,222
COLUMBUS,OHIO,2523,99531,10785746,99531
COLUMBUS,TEXAS,25,457,258155,457
COLUMBUS,WISCONSIN,15,106,70127,106
COLUMBUS GROVE,OHIO,2,2,49,2
COLUMBUS JUNCTION,IOWA,2,4,438,4
COLUSA,CALIFORNIA,14,132,54378,132
COLVILLE,WASHINGTON,30,412,89368,412
COMANCHE,TEXAS,12,130,70310,130
COMERIO,PUERTO RICO,9,12,1309,12
COMFORT,TEXAS,1,2,626,2
COMMACK,NEW YORK,49,220,36925,220
COMMERCE,GEORGIA,13,93,50175,93
COMMERCE,TEXAS,7,33,58091,33
COMMERCE CITY,COLORADO,4,8,1769,8
COMMERCE TOWNSHIP,MICHIGAN,37,303,59592,303
COMMERCE TWP,MICHIGAN,30,125,20829,125
COMPTON,CALIFORNIA,5,8,1400,8
COMSTOCK PARK,MICHIGAN,2,2,229,2
CONCORD,CALIFORNIA,124,2320,357901,2320
CONCORD,MASSACHUSETTS,155,3064,588029,3064
CONCORD,NEW HAMPSHIRE,432,15111,1734607,15111
CONCORD,NORTH CAROLINA,370,16352,2387374,16352
CONCORD,VERMONT,3,6,7106,6
CONCORD TOWNSHIP,OHIO,3,3,107,3
CONCORD TWP,OHIO,15,62,9762,62
CONCORDIA,KANSAS,14,74,25625,74
CONCORDIA,MISSOURI,3,5,2230,5
CONCRETE,WASHINGTON,1,1,120,1
CONGERS,NEW YORK,3,4,255,4
CONIFER,COLORADO,8,25,1797,25
CONNEAUT,OHIO,14,84,54950,84
CONNEAUTVILLE,PENNSYLVANIA,3,8,9952,8
CONNELLSVILLE,PENNSYLVANIA,19,93,32860,93
CONNELLY SPRINGS,NORTH CAROLINA,8,23,4383,23
CONNERSVILLE,INDIANA,29,243,86829,243
CONOVER,NORTH CAROLINA,19,94,19761,94
CONOWINGO,MARYLAND,1,1,30,1
CONRAD,IOWA,4,13,7434,13
CONRAD,MONTANA,10,84,30495,84
CONROE,TEXAS,158,2881,490492,2881
CONSHOHOCKEN,PENNSYLVANIA,11,20,5565,20
CONWAY,ARKANSAS,160,4178,994368,4178
CONWAY,MISSOURI,1,1,399,1
CONWAY,NEW HAMPSHIRE,19,66,31544,66
CONWAY,NORTH CAROLINA,2,3,460,3
CONWAY,SOUTH CAROLINA,121,4743,789441,4743
CONYERS,GEORGIA,131,2122,304900,2122
COOK,MINNESOTA,5,26,37093,26
COOKEVILLE,TENNESSEE,209,9050,1830531,9050
COOLIDGE,ARIZONA,3,5,823,5
COOLVILLE,OHIO,2,2,957,2
COON RAPIDS,MINNESOTA,211,1241,139364,1241
COOPER CITY,FLORIDA,10,26,14790,26
COOPERS MILLS,MAINE,4,14,17664,14
COOPERSTOWN,NEW YORK,230,6029,1131162,6029
COOPERSTOWN,NORTH DAKOTA,3,18,12866,18
COOPERSVILLE,MICHIGAN,1,1,3904,1
COOS BAY,OREGON,99,2306,474464,2306
COPAKE,NEW YORK,1,1,110,1
COPIAGUE,NEW YORK,15,32,9849,32
COPLEY,OHIO,8,16,12583,16
COPPELL,TEXAS,7,9,533,9
COPPERAS COVE,TEXAS,6,11,1401,11
COPPERHILL,TENNESSEE,4,20,34154,20
COPPEROPOLIS,CALIFORNIA,1,1,344,1
COQUILLE,OREGON,8,26,15385,26
CORAL GABLES,FLORIDA,175,1358,285626,1358
CORAL SPRINGS,FLORIDA,169,2156,222813,2156
CORALVILLE,IOWA,24,186,27420,186
CORAM,NEW YORK,7,16,1603,16
CORAOPOLIS,PENNSYLVANIA,5,7,1667,7
CORBIN,KENTUCKY,91,1944,802510,1944
CORCORAN,CALIFORNIA,6,31,24207,31
CORDELE,GEORGIA,41,647,285089,647
CORDELL,OKLAHOMA,2,4,4255,4
CORDOVA,ALASKA,2,2,499,2
CORDOVA,TENNESSEE,41,79,7367,79
CORFU,NEW YORK,4,6,930,6
CORINTH,MAINE,1,1,2408,1
CORINTH,MISSISSIPPI,91,2567,836586,2567
CORINTH,NEW YORK,4,4,649,4
CORINTH,TEXAS,4,4,17412,4
CORNELIA,GEORGIA,2,2,93,2
CORNELIUS,NORTH CAROLINA,5,8,741,8
CORNELIUS,OREGON,8,19,5985,19
CORNELL,WISCONSIN,2,4,363,4
CORNETTSVILLE,KENTUCKY,2,3,5112,3
CORNING,ARKANSAS,8,35,13091,35
CORNING,CALIFORNIA,9,25,6580,25
CORNING,IOWA,5,37,55048,37
CORNING,NEW YORK,90,1749,348424,1749
CORNWALL,NEW YORK,13,47,8320,47
CORONA,CALIFORNIA,99,1512,416563,1512
CORONA DEL MAR,CALIFORNIA,2,4,1010,4
CORONADO,CALIFORNIA,40,314,74366,314
COROZAL,PUERTO RICO,14,29,2472,29
CORPUS CHRISTI,TEXAS,591,30718,4309208,30718
CORRECTIONVILLE,IOWA,1,1,120,1
CORRIGAN,TEXAS,1,1,51,1
CORRY,PENNSYLVANIA,23,189,115730,189
CORRYTON,TENNESSEE,1,1,95,1
CORSICA,SOUTH DAKOTA,1,2,6482,2
CORSICANA,TEXAS,40,785,184343,785
CORTE MADERA,CALIFORNIA,5,10,935,10
CORTEZ,COLORADO,43,472,123799,472
CORTLAND,NEW YORK,78,1354,385352,1354
CORTLAND,OHIO,30,492,141779,492
CORTLAND,WYOMING,1,7,1400,7
CORTLANDT MANOR,NEW YORK,69,1872,428036,1872
CORUNNA,MICHIGAN,1,1,2767,1
CORVALLIS,MONTANA,5,11,3033,11
CORVALLIS,OREGON,236,5064,642580,5064
CORYDON,INDIANA,33,285,129634,285
CORYDON,IOWA,10,82,51086,82
COS COB,CONNECTICUT,5,8,1046,8
COSHOCTON,OHIO,29,319,128857,319
COSTA MESA,CALIFORNIA,57,176,50219,176
COTO LAUREL,PUERTO RICO,15,41,4883,41
COTTAGE CITY,MARYLAND,1,1,183,1
COTTAGE GROVE,MINNESOTA,11,29,2012,29
COTTAGE GROVE,OREGON,23,170,64719,170
COTTAGE GROVE,WISCONSIN,4,9,612,9
COTTO LAUREL,PUERTO RICO,1,1,18,1
COTTON PLANT,ARKANSAS,1,1,227,1
COTTONPORT,LOUISIANA,3,7,3845,7
COTTONWOOD,ARIZONA,95,1893,342389,1893
COTTONWOOD,CALIFORNIA,6,12,14155,12
COTTONWOOD,IDAHO,9,70,59912,70
COTTONWOOD FALLS,KANSAS,1,1,97,1
COTTONWOOD HEIGHTS,UTAH,4,7,257,7
COTUIT,MASSACHUSETTS,2,2,867,2
COTULLA,TEXAS,3,3,423,3
COUDERSPORT,PENNSYLVANIA,25,375,151009,375
COULEE CITY,WASHINGTON,1,1,30,1
COULTERVILLE,ILLINOIS,3,11,7284,11
COUNCIL,IDAHO,2,5,2725,5
COUNCIL BLUFFS,IOWA,136,3053,591016,3053
COUNCIL GROVE,KANSAS,5,33,38948,33
COUPEVILLE,WASHINGTON,27,253,85469,253
COUSHATTA,LOUISIANA,7,59,44847,59
COVELO,CALIFORNIA,2,3,538,3
COVENTRY,CONNECTICUT,2,3,608,3
COVENTRY,RHODE ISLAND,8,29,2560,29
COVINA,CALIFORNIA,115,2397,444978,2397
COVINGTON,GEORGIA,69,1121,272409,1121
COVINGTON,KENTUCKY,21,74,19710,74
COVINGTON,LOUISIANA,275,8051,1753629,8051
COVINGTON,TENNESSEE,26,92,23439,92
COVINGTON,VIRGINIA,5,10,738,10
COVINGTON,WASHINGTON,17,41,6527,41
COVINGTON TOWNSHIP,PENNSYLVANIA,3,4,576,4
COWDEN,ILLINOIS,1,1,1080,1
COWETA,OKLAHOMA,7,16,1173,16
COXSACKIE,NEW YORK,1,1,55,1
COYOTE,NEW MEXICO,1,1,761,1
COZAD,NEBRASKA,5,37,20838,37
CRAB ORCHARD,WEST VIRGINIA,1,1,35,1
CRAFTON,PENNSYLVANIA,2,2,173,2
CRAIG,COLORADO,27,136,20744,136
CRAIGSVILLE,WEST VIRGINIA,2,2,869,2
CRANBERRY,PENNSYLVANIA,1,1,1560,1
CRANBERRY TOWNSHIP,PENNSYLVANIA,4,7,407,7
CRANBERRY TWP,PENNSYLVANIA,12,23,6939,23
CRANBURY,NEW JERSEY,4,5,545,5
CRANDON,WISCONSIN,10,26,4029,26
CRANE,MISSOURI,2,5,7689,5
CRANE,TEXAS,2,14,10639,14
CRANFORD,NEW JERSEY,21,70,17234,70
CRANSTON,RHODE ISLAND,101,595,78893,595
CRAWFORDSVILLE,INDIANA,45,528,154680,528
CRAWFORDVILLE,FLORIDA,8,32,9999,32
CREEDMOOR,NORTH CAROLINA,6,27,5471,27
CREIGHTON,NEBRASKA,4,19,15034,19
CRESCENT,OKLAHOMA,2,5,6198,5
CRESCENT CITY,CALIFORNIA,29,291,103165,291
CRESCENT CITY,FLORIDA,4,5,2889,5
CRESCO,IOWA,8,76,41689,76
CRESSKILL,NEW JERSEY,4,5,364,5
CRESSON,PENNSYLVANIA,9,21,4069,21
CREST HILL,ILLINOIS,12,18,1718,18
CRESTLINE,CALIFORNIA,2,2,158,2
CRESTLINE,OHIO,1,2,411,2
CRESTON,IOWA,24,233,97222,233
CRESTVIEW,FLORIDA,67,1004,309773,1004
CRESTVIEW HILLS,KENTUCKY,84,1520,239217,1520
CRESTWOOD,ILLINOIS,16,122,62533,122
CRESTWOOD,KENTUCKY,10,22,1834,22
CRETE,NEBRASKA,14,138,67944,138
CREVE COEUR,MISSOURI,41,104,20303,104
CREWE,VIRGINIA,3,9,4127,9
CRISFIELD,MARYLAND,7,53,88692,53
CRITTENDEN,KENTUCKY,4,12,5882,12
CRIVITZ,WISCONSIN,2,3,1563,3
CROCKETT,TEXAS,14,151,68942,151
CROFTON,MARYLAND,3,5,1425,5
CROMWELL,CONNECTICUT,8,18,2815,18
CROMWELL,MINNESOTA,2,3,1530,3
CROOKSTON,MINNESOTA,30,220,64588,220
CROOKSVILLE,OHIO,3,7,6033,7
CROPSEYVILLE,NEW YORK,4,10,1007,10
CROSBY,MINNESOTA,40,402,99306,402
CROSBY,NORTH DAKOTA,2,4,282,4
CROSBY,TEXAS,7,15,3644,15
CROSBYTON,TEXAS,2,9,11623,9
CROSS CITY,FLORIDA,5,10,4089,10
CROSS LANES,WEST VIRGINIA,11,53,13142,53
CROSS PLAINS,TEXAS,1,2,3124,2
CROSS RIVER,NEW YORK,3,3,675,3
CROSSETT,ARKANSAS,21,242,93270,242
CROSSROADS,TEXAS,2,2,402,2
CROSSVILLE,TENNESSEE,91,3034,705913,3034
CROSWELL,MICHIGAN,2,4,290,4
CROTON,NEW YORK,3,5,796,5
CROTON ON HUDSON,NEW YORK,11,38,24554,38
CROW AGENCY,MONTANA,11,15,6758,15
CROWELL,TEXAS,1,1,92,1
CROWLEY,LOUISIANA,33,600,158369,600
CROWLEY,TEXAS,4,10,803,10
CROWN POINT,INDIANA,124,2316,703782,2316
CROWN POINT,NEW YORK,1,1,83,1
CROWNPOINT,NEW JERSEY,1,2,824,2
CROWNPOINT,NEW MEXICO,7,8,2347,8
CROZET,VIRGINIA,4,6,646,6
CRUM LYNNE,PENNSYLVANIA,8,50,6062,50
CRYSTAL,MINNESOTA,17,70,10694,70
CRYSTAL CITY,MISSOURI,10,45,7784,45
CRYSTAL CITY,TEXAS,6,13,4585,13
CRYSTAL FALLS,MICHIGAN,2,3,1632,3
CRYSTAL LAKE,ILLINOIS,61,451,108745,451
CRYSTAL RIVER,FLORIDA,88,3115,823900,3115
CRYSTAL SPRINGS,MISSISSIPPI,4,9,3340,9
CUBA,MISSOURI,4,6,2573,6
CUBA,NEW MEXICO,5,18,5323,18
CUBA,NEW YORK,6,13,4333,13
CUDAHY,CALIFORNIA,4,8,1138,8
CUDAHY,WISCONSIN,25,233,33928,233
CUERO,TEXAS,14,166,162215,166
CULBERTSON,MONTANA,2,8,5031,8
CULLMAN,ALABAMA,155,4624,732588,4624
CULLOM,ILLINOIS,1,1,1160,1
CULLOWHEE,NORTH CAROLINA,1,1,359,1
CULPEPER,VIRGINIA,73,1360,311911,1360
CULVER,INDIANA,3,12,3577,12
CULVER CITY,CALIFORNIA,49,505,75439,505
CUMBERLAND,KENTUCKY,1,1,3651,1
CUMBERLAND,MARYLAND,195,10450,2442756,10450
CUMBERLAND,RHODE ISLAND,22,107,14055,107
CUMBERLAND,VIRGINIA,1,2,102,2
CUMBERLAND,WISCONSIN,9,29,26236,29
CUMMING,GEORGIA,146,1640,399193,1640
CUPERTINO,CALIFORNIA,10,30,7367,30
CURLEW,WASHINGTON,1,1,420,1
CURWENSVILLE,PENNSYLVANIA,1,2,2521,2
CUSHING,OKLAHOMA,21,179,60242,179
CUSTER,SOUTH DAKOTA,8,40,34903,40
CUT BANK,MONTANA,5,25,22559,25
CUT OFF,LOUISIANA,13,137,64538,137
CUTHBERT,GEORGIA,3,18,44159,18
CUTLER BAY,FLORIDA,2,4,2085,4
CUYAHOGA FALLS,OHIO,110,1029,168640,1029
CYNTHIANA,KENTUCKY,27,323,144895,323
CYPRESS,CALIFORNIA,6,10,1381,10
CYPRESS,TEXAS,97,2770,745120,2770
DACONO,COLORADO,2,2,305,2
DACULA,GEORGIA,4,4,720,4
DADE CITY,FLORIDA,16,57,15804,57
DADEVILLE,ALABAMA,10,92,86792,92
DAGGETT,MICHIGAN,1,1,583,1
DAHLONEGA,GEORGIA,24,184,49262,184
DAINGERFIELD,TEXAS,3,3,807,3
DAKOTA DUNES,SOUTH DAKOTA,89,689,98757,689
DALE,INDIANA,2,8,7721,8
DALEVILLE,VIRGINIA,4,5,1571,5
DALHART,TEXAS,6,45,38159,45
DALLAS,GEORGIA,10,22,3551,22
DALLAS,NORTH CAROLINA,6,10,817,10
DALLAS,OREGON,20,42,12550,42
DALLAS,PENNSYLVANIA,15,43,13759,43
DALLAS,TEXAS,3968,103955,14854166,103955
DALLAS CENTER,IOWA,2,5,2187,5
DALLASTOWN,PENNSYLVANIA,15,87,22239,87
DALTON,GEORGIA,174,6598,1307621,6598
DALTON,MASSACHUSETTS,3,9,2540,9
DALTON,OHIO,1,2,541,2
DALY CITY,CALIFORNIA,149,3553,653070,3553
DAMARISCOTTA,MAINE,39,834,291734,834
DAMASCUS,MARYLAND,4,6,363,6
DAMASCUS,VIRGINIA,1,2,2060,2
DANBURY,CONNECTICUT,406,18492,2524116,18492
DANBURY,NORTH CAROLINA,1,2,381,2
DANDRIDGE,TENNESSEE,11,51,24747,51
DANFORTH,MAINE,1,1,131,1
DANIEL ISLAND,SOUTH CAROLINA,4,6,266,6
DANIELS,WEST VIRGINIA,3,9,5877,9
DANIELSON,CONNECTICUT,9,27,2623,27
DANIELSVILLE,GEORGIA,1,1,160,1
DANSVILLE,NEW YORK,32,308,134710,308
DANVERS,MASSACHUSETTS,102,431,60091,431
DANVILLE,ARKANSAS,6,28,36582,28
DANVILLE,CALIFORNIA,29,83,6652,83
DANVILLE,ILLINOIS,89,2130,566610,2130
DANVILLE,INDIANA,85,1108,404802,1108
DANVILLE,KENTUCKY,112,2770,645440,2770
DANVILLE,PENNSYLVANIA,490,14639,1818256,14639
DANVILLE,VERMONT,2,6,8251,6
DANVILLE,VIRGINIA,173,6527,1407833,6527
DAPHNE,ALABAMA,26,64,5218,64
DARBY,PENNSYLVANIA,75,2696,586713,2696
DARDANELLE,ARKANSAS,5,26,21837,26
DARIEN,CONNECTICUT,21,77,18447,77
DARIEN,ILLINOIS,9,23,9869,23
DARLINGTON,SOUTH CAROLINA,14,87,77881,87
DARLINGTON,WISCONSIN,14,58,19659,58
DARRINGTON,WASHINGTON,1,2,1301,2
DARTMOUTH,MASSACHUSETTS,78,1296,213603,1296
DASSEL,MINNESOTA,2,2,782,2
DAVENPORT,FLORIDA,50,957,240888,957
DAVENPORT,IOWA,314,9360,1521122,9360
DAVENPORT,WASHINGTON,9,61,43570,61
DAVID CITY,NEBRASKA,8,60,33610,60
DAVIDSON,NORTH CAROLINA,2,3,166,3
DAVIE,FLORIDA,17,56,16412,56
DAVIS,CALIFORNIA,95,642,88732,642
DAVIS,OKLAHOMA,1,1,117,1
DAVIS JUNCTION,ILLINOIS,2,2,518,2
DAVISON,MICHIGAN,16,57,11654,57
DAWES,WEST VIRGINIA,3,7,8952,7
DAWSON,GEORGIA,4,14,2030,14
DAWSON,MINNESOTA,4,16,14741,16
DAWSON SPRINGS,KENTUCKY,1,2,1599,2
DAWSONVILLE,GEORGIA,11,31,6383,31
DAYTON,NEVADA,1,1,173,1
DAYTON,OHIO,844,27830,3549567,27830
DAYTON,TENNESSEE,24,137,51104,137
DAYTON,TEXAS,3,5,3337,5
DAYTON,VIRGINIA,3,6,2383,6
DAYTON,WASHINGTON,5,25,28661,25
DAYTONA BEACH,FLORIDA,312,13038,1669537,13038
DAYTONA BEACH SHORES,FLORIDA,3,4,5345,4
DAYVILLE,CONNECTICUT,9,32,6325,32
DE FOREST,WISCONSIN,1,1,83,1
DE KALB,MISSISSIPPI,3,4,742,4
DE LEON,TEXAS,3,4,2680,4
DE PERE,WISCONSIN,26,65,6420,65
DE QUEEN,ARKANSAS,8,33,10365,33
DE SMET,SOUTH DAKOTA,2,5,2972,5
DE SOTO,MISSOURI,4,5,1815,5
DE WITT,ARKANSAS,3,9,5982,9
DE WITT,IOWA,14,73,42087,73
DE WITT,NEW YORK,10,17,2331,17
DEADWOOD,SOUTH DAKOTA,9,69,36828,69
DEARBORN,MICHIGAN,482,21560,3692739,21560
DEARBORN HEIGHTS,MICHIGAN,27,62,12115,62
DEBARY,FLORIDA,7,23,4598,23
DECATUR,ALABAMA,174,6119,1202731,6119
DECATUR,GEORGIA,331,7112,1264572,7112
DECATUR,ILLINOIS,270,11641,2758437,11641
DECATUR,INDIANA,25,168,71248,168
DECATUR,MICHIGAN,3,7,4738,7
DECATUR,MISSISSIPPI,3,9,2589,9
DECATUR,TENNESSEE,4,9,15359,9
DECATUR,TEXAS,47,773,231859,773
DECATURVILLE,TENNESSEE,2,4,1323,4
DECKERVILLE,MICHIGAN,3,11,21550,11
DECORAH,IOWA,59,712,171077,712
DEDHAM,MASSACHUSETTS,42,161,15177,161
DEER LODGE,MONTANA,5,18,12020,18
DEER PARK,CALIFORNIA,3,4,472,4
DEER PARK,NEW YORK,17,86,15340,86
DEER PARK,TEXAS,3,6,1102,6
DEER PARK,WASHINGTON,13,53,28557,53
DEER RIVER,MINNESOTA,13,74,27154,74
DEERFIELD,ILLINOIS,31,89,15602,89
DEERFIELD BEACH,FLORIDA,48,262,35317,262
DEFIANCE,OHIO,62,729,223241,729
DEFOREST,WISCONSIN,8,16,2199,16
DEFUNIAK SPRINGS,FLORIDA,14,110,84114,110
DEKALB,ILLINOIS,57,406,92399,406
DEL CITY,OKLAHOMA,7,7,2887,7
DEL MAR,CALIFORNIA,3,3,787,3
DEL NORTE,COLORADO,11,70,35715,70
DEL RIO,TEXAS,34,402,166426,402
DELAFIELD,WISCONSIN,3,3,805,3
DELAND,FLORIDA,98,2298,410239,2298
DELANO,CALIFORNIA,24,322,130397,322
DELANSON,NEW YORK,2,2,433,2
DELAVAN,WISCONSIN,8,19,8763,19
DELAWARE,OHIO,71,689,95884,689
DELCO,NORTH CAROLINA,1,1,83,1
DELHI,CALIFORNIA,1,1,339,1
DELHI,LOUISIANA,7,63,76725,63
DELHI,NEW YORK,4,14,6175,14
DELL RAPIDS,SOUTH DAKOTA,4,22,22824,22
DELMAR,DELAWARE,1,2,77,2
DELMAR,MARYLAND,5,21,7981,21
DELMAR,NEW YORK,16,47,3598,47
DELMONT,PENNSYLVANIA,8,9,560,9
DELPHI,INDIANA,3,5,1004,5
DELPHOS,OHIO,5,13,1635,13
DELRAN,NEW JERSEY,3,3,122,3
DELRAY BEACH,FLORIDA,399,23143,3267729,23143
DELTA,COLORADO,45,639,182210,639
DELTA,OHIO,2,2,267,2
DELTA,UTAH,6,27,22172,27
DELTAVILLE,VIRGINIA,3,6,999,6
DELTON,MICHIGAN,2,5,1573,5
DELTONA,FLORIDA,14,56,17668,56
DEMING,NEW MEXICO,19,124,63823,124
DEMOPOLIS,ALABAMA,15,124,75109,124
DEMOREST,GEORGIA,29,367,135338,367
DEMOTTE,INDIANA,7,19,1448,19
DENDRON,VIRGINIA,1,1,348,1
DENHAM SPRINGS,LOUISIANA,14,23,11754,23
DENISON,IOWA,20,152,70656,152
DENISON,TEXAS,77,2748,1127032,2748
DENMARK,WISCONSIN,3,6,2482,6
DENNIS,MASSACHUSETTS,2,2,872,2
DENNISON,OHIO,14,85,42283,85
DENTON,MARYLAND,4,17,4518,17
DENTON,NORTH CAROLINA,4,9,1496,9
DENTON,TEXAS,205,5538,904494,5538
DENVER,COLORADO,1358,13291,1835250,13291
DENVER,IOWA,3,9,3926,9
DENVER,NORTH CAROLINA,9,14,1742,14
DENVER CITY,TEXAS,4,28,13689,28
DENVILLE,NEW JERSEY,140,3452,871955,3452
DEPERE,WISCONSIN,3,6,530,6
DEPEW,NEW YORK,4,6,459,6
DEPOE BAY,OREGON,2,2,75,2
DEPOSIT,NEW YORK,3,6,2559,6
DEQUINCY,LOUISIANA,5,26,19479,26
DERBY,CONNECTICUT,45,536,113300,536
DERBY,KANSAS,19,59,6198,59
DERBY,NEW YORK,5,8,827,8
DERIDDER,LOUISIANA,19,150,64741,150
DERRY,NEW HAMPSHIRE,71,1190,160553,1190
DERRY,PENNSYLVANIA,1,1,1454,1
DES MOINES,IOWA,686,26995,5484633,26995
DES MOINES,WASHINGTON,10,14,1518,14
DES PERES,MISSOURI,3,5,442,5
DES PLAINES,ILLINOIS,100,678,220349,678
DESERT HOT SPRINGS,CALIFORNIA,3,3,101,3
DESHLER,OHIO,1,1,121,1
DESLOGE,MISSOURI,4,11,5409,11
DESMET,SOUTH DAKOTA,2,2,244,2
DESOTO,TEXAS,65,1113,167530,1113
DESTIN,FLORIDA,31,161,29802,161
DETROIT,MICHIGAN,1606,47764,5992905,47764
DETROIT LAKES,MINNESOTA,62,576,219006,576
DEVILS LAKE,NORTH DAKOTA,27,264,75755,264
DEVINE,TEXAS,1,2,83,2
DEVON,PENNSYLVANIA,2,2,110,2
DEWEY,ARIZONA,2,2,62,2
DEWITT,ARKANSAS,1,1,66,1
DEWITT,MICHIGAN,6,18,2342,18
DEWITT,NEW YORK,4,8,442,8
DEXTER,MAINE,6,25,33003,25
DEXTER,MICHIGAN,5,15,1086,15
DEXTER,MISSOURI,20,148,133515,148
DEXTER,NEW MEXICO,1,1,319,1
DEXTER,OREGON,2,4,2505,4
DIAMOND BAR,CALIFORNIA,14,29,3753,29
DIAMOND SPRINGS,CALIFORNIA,1,1,107,1
DIAMONDHEAD,MISSISSIPPI,10,26,19176,26
DICKINSON,NORTH DAKOTA,66,708,181322,708
DICKINSON,TEXAS,13,24,6546,24
DICKSON,TENNESSEE,67,1149,271812,1149
DICKSON CITY,PENNSYLVANIA,23,109,11721,109
DIETERICH,ILLINOIS,1,1,218,1
DIGHTON,KANSAS,2,12,29323,12
DILLARD,GEORGIA,1,1,4513,1
DILLEY,TEXAS,1,1,125,1
DILLINGHAM,ALASKA,11,46,11094,46
DILLON,MONTANA,22,191,89446,191
DILLON,SOUTH CAROLINA,22,244,64145,244
DILLSBORO,INDIANA,2,5,4860,5
DILLSBURG,PENNSYLVANIA,6,6,2529,6
DIMMITT,TEXAS,2,8,3305,8
DIMONDALE,MICHIGAN,3,8,23829,8
DINGMANS FERRY,PENNSYLVANIA,2,3,1089,3
DINUBA,CALIFORNIA,15,42,27795,42
DISCOVERY BAY,CALIFORNIA,1,1,238,1
DISTRICT HEIGHTS,MARYLAND,4,6,404,6
DIVIDE,COLORADO,2,4,2623,4
DIX HILLS,NEW YORK,2,2,144,2
DIXFIELD,MAINE,1,2,268,2
DIXON,CALIFORNIA,4,6,1622,6
DIXON,ILLINOIS,72,1611,524913,1611
DIXON,MISSOURI,1,2,13483,2
DOBBS FERRY,NEW YORK,26,79,8547,79
DODGE CITY,KANSAS,50,672,149389,672
DODGEVILLE,WISCONSIN,19,103,41583,103
DOLORES,COLORADO,2,3,20290,3
DOLTON,ILLINOIS,1,1,200,1
DONALDSONVILLE,LOUISIANA,8,40,21071,40
DONALSONVILLE,GEORGIA,12,104,53528,104
DONIPHAN,MISSOURI,11,87,66548,87
DONNA,TEXAS,4,10,2892,10
DORA,ALABAMA,2,2,90,2
DORADO,PUERTO RICO,4,7,378,7
DORAL,FLORIDA,32,119,21342,119
DORAVILLE,GEORGIA,2,2,3161,2
DORCHESTER,MASSACHUSETTS,62,218,127358,218
DORCHESTER CENTER,MASSACHUSETTS,49,275,121117,275
DOS PALOS,CALIFORNIA,1,1,98,1
DOTHAN,ALABAMA,435,33881,5260695,33881
DOUBLE SPRINGS,ALABAMA,1,2,423,2
DOUGLAS,ARIZONA,8,13,5039,13
DOUGLAS,GEORGIA,78,1981,697776,1981
DOUGLAS,WYOMING,26,150,29388,150
DOUGLASSVILLE,PENNSYLVANIA,2,2,94,2
DOUGLASTON,NEW YORK,4,4,323,4
DOUGLASVILLE,GEORGIA,86,1303,222454,1303
DOVE CREEK,COLORADO,2,5,1141,5
DOVER,ARKANSAS,2,2,411,2
DOVER,DELAWARE,310,16176,3036606,16176
DOVER,FLORIDA,3,3,247,3
DOVER,NEW HAMPSHIRE,170,2273,534341,2273
DOVER,NEW JERSEY,36,273,42385,273
DOVER,OHIO,83,1992,488560,1992
DOVER,PENNSYLVANIA,10,15,2768,15
DOVER,TENNESSEE,8,31,9280,31
DOVER FOXCROFT,MAINE,26,198,76633,198
DOVER PLAINS,NEW YORK,2,3,4331,3
DOWAGIAC,MICHIGAN,11,91,42284,91
DOWNERS GROVE,ILLINOIS,172,3715,842062,3715
DOWNEY,CALIFORNIA,168,3234,684554,3234
DOWNIEVILLE,CALIFORNIA,1,1,629,1
DOWNINGTOWN,PENNSYLVANIA,15,30,6497,30
DOYLESTOWN,OHIO,1,3,499,3
DOYLESTOWN,PENNSYLVANIA,228,10115,1322597,10115
DOZIER,ALABAMA,1,1,455,1
DRACUT,MASSACHUSETTS,7,9,595,9
DRAPER,UTAH,15,19,2644,19
DRESDEN,TENNESSEE,5,14,4613,14
DRESHER,PENNSYLVANIA,1,1,39,1
DREXEL HILL,PENNSYLVANIA,74,1341,319989,1341
DRIGGS,IDAHO,8,32,21192,32
DRIPPING SPRINGS,TEXAS,5,10,947,10
DRUMMOND ISLAND,MICHIGAN,1,1,31,1
